ENSG00000198888	MT-ND1
ENSG00000123219	CENPK
ENSG00000075826	SEC31B
ENSG00000167325	RRM1
ENSG00000163254	CRYGC
ENSG00000161558	TMEM143
ENSG00000185418	TARSL2
ENSG00000214360	EFCAB9
ENSG00000117280	RAB29
ENSG00000259261	IGHV3-5
ENSG00000259261	IGHV3-1
ENSG00000259261	IGHV3-3
ENSG00000259261	IGHV3-6
ENSG00000259261	IGHV3-8
ENSG00000259261	IGHV3-4
ENSG00000142539	SPIB
ENSG00000166912	MTMR10
ENSG00000087299	L2HGDH
ENSG00000184162	NR2C2AP
ENSG00000185821	OLFR813
ENSG00000185821	OLFR809
ENSG00000233050	DEFB47
ENSG00000117593	DARS2
ENSG00000211623	IGKV1-35
ENSG00000211623	IGKV1-133
ENSG00000211623	IGKV1-131
ENSG00000211623	IGKV1-132
ENSG00000211623	IGKV1-135
ENSG00000174939	ASPHD1
ENSG00000166619	BLCAP
ENSG00000206538	VGLL3
ENSG00000137331	IER3
ENSG00000078369	GNB1
ENSG00000135374	ELF5
ENSG00000158806	NPM2
ENSG00000121851	POLR3GL
ENSG00000277075	HIST1H2AP
ENSG00000277075	HIST1H2AD
ENSG00000270170	0610012G03RIK
ENSG00000133983	COX16
ENSG00000274523	WBSCR16
ENSG00000139323	POC1B
ENSG00000172264	MACROD2
ENSG00000164309	CMYA5
ENSG00000171121	KCNMB3
ENSG00000221843	4932415D10RIK
ENSG00000163584	RPL22L1
ENSG00000186970	KRTAP15
ENSG00000158711	ELK4
ENSG00000175879	HOXD8
ENSG00000157103	SLC6A1
ENSG00000180071	ANKRD26
ENSG00000179010	MRFAP1
ENSG00000179010	GM5814
ENSG00000112619	PRPH2
ENSG00000134538	SLCO1B2
ENSG00000114098	ARMC8
ENSG00000166634	SERPINB12
ENSG00000164885	CDK5
ENSG00000187416	LHFPL3
ENSG00000136783	NIPSNAP3A
ENSG00000136783	NIPSNAP3B
ENSG00000156345	CDK20
ENSG00000019144	PHLDB1
ENSG00000187905	LRRC74B
ENSG00000107263	RAPGEF1
ENSG00000135312	HTR1B
ENSG00000114383	TUSC2
ENSG00000115009	CCL20
ENSG00000166821	PEX11A
ENSG00000163472	TMEM79
ENSG00000137462	TLR2
ENSG00000163536	SERPINI1
ENSG00000166848	TERF2IP
ENSG00000135517	MIP
ENSG00000170145	SIK2
ENSG00000072682	P4HA2
ENSG00000165322	ARHGAP12
ENSG00000166920	AA467197
ENSG00000259112	NDUFC2
ENSG00000196616	ADH1
ENSG00000112365	ZBTB24
ENSG00000163017	ACTG2
ENSG00000128710	HOXD10
ENSG00000142669	SH3BGRL3
ENSG00000126653	NSRP1
ENSG00000169738	DCXR
ENSG00000069329	VPS35
ENSG00000128165	ADM2
ENSG00000077254	USP33
ENSG00000149131	SERPING1
ENSG00000183208	GDPGP1
ENSG00000118197	DDX59
ENSG00000215883	CYB5RL
ENSG00000114013	CD86
ENSG00000154188	ANGPT1
ENSG00000177733	HNRNPA0
ENSG00000074803	SLC12A1
ENSG00000095752	IL11
ENSG00000111737	RAB35
ENSG00000130876	SLC7A10
ENSG00000122958	VPS26A
ENSG00000166860	ZBTB39
ENSG00000065600	TMEM206
ENSG00000170373	CST10
ENSG00000176198	OLFR749
ENSG00000176198	OLFR747
ENSG00000235942	LCE6A
ENSG00000121211	MND1
ENSG00000134318	ROCK2
ENSG00000134996	OSTF1
ENSG00000204702	OLFR137
ENSG00000175792	RUVBL1
ENSG00000175792	GM3086
ENSG00000116489	CAPZA1
ENSG00000186897	C1QL4
ENSG00000214941	ZSWIM7
ENSG00000164031	DNAJB14
ENSG00000049883	PTCD2
ENSG00000072274	TFRC
ENSG00000156958	GALK2
ENSG00000274443	4930444P10RIK
ENSG00000177045	SIX5
ENSG00000134873	CLDN10
ENSG00000123106	CCDC91
ENSG00000147606	SLC26A7
ENSG00000138430	OLA1
ENSG00000099917	MED15
ENSG00000111291	GPRC5D
ENSG00000135334	AKIRIN2
ENSG00000198860	TSEN15
ENSG00000184371	CSF1
ENSG00000163399	ATP1A1
ENSG00000105953	OGDH
ENSG00000145824	CXCL14
ENSG00000139620	KANSL2
ENSG00000114503	NCBP2
ENSG00000166454	ATMIN
ENSG00000102606	ARHGEF7
ENSG00000168918	INPP5D
ENSG00000169717	ACTRT2
ENSG00000116731	PRDM2
ENSG00000160282	FTCD
ENSG00000106948	AKNA
ENSG00000058668	ATP2B4
ENSG00000134109	EDEM1
ENSG00000118496	FBXO30
ENSG00000189325	4930539E08RIK
ENSG00000149403	GRIK4
ENSG00000171017	LRRC8E
ENSG00000080822	CLDND1
ENSG00000164741	DLC1
ENSG00000166351	ANKRD26
ENSG00000278845	MRPL45
ENSG00000158555	GDPD5
ENSG00000197497	B020011L13RIK
ENSG00000197497	GM7145
ENSG00000211445	GPX3
ENSG00000145979	TBC1D7
ENSG00000204193	TXNDC8
ENSG00000075213	SEMA3A
ENSG00000143633	2810004N23RIK
ENSG00000180035	ZFP553
ENSG00000183808	RBM12B2
ENSG00000183808	RBM12B1
ENSG00000123171	CCDC70
ENSG00000138757	G3BP2
ENSG00000169856	ONECUT1
ENSG00000185950	IRS2
ENSG00000133114	GPALPP1
ENSG00000141391	SLMO1
ENSG00000130702	LAMA5
ENSG00000143933	CALM1
ENSG00000198830	HMGN2
ENSG00000198830	GM6594
ENSG00000198830	GM16494
ENSG00000198830	GM20379
ENSG00000198830	GM10282
ENSG00000094755	GABRP
ENSG00000177370	TIMM22
ENSG00000144642	RBMS3
ENSG00000115221	ITGB6
ENSG00000127412	TRPV5
ENSG00000184524	CEND1
ENSG00000147166	ITGB1BP2
ENSG00000133316	WDR74
ENSG00000128596	CCDC136
ENSG00000102908	NFAT5
ENSG00000251569	BBS5
ENSG00000178896	EXOSC4
ENSG00000130299	GTPBP3
ENSG00000166548	TK2
ENSG00000214253	FIS1
ENSG00000081177	EXD2
ENSG00000205328	OLFR808
ENSG00000075914	EXOSC7
ENSG00000149972	CNTN5
ENSG00000205250	E2F4
ENSG00000153982	GDPD1
ENSG00000136881	BAAT
ENSG00000150456	N6AMT2
ENSG00000090402	SIS
ENSG00000049245	VAMP3
ENSG00000158089	GALNT14
ENSG00000065613	SLK
ENSG00000196337	LHB
ENSG00000205899	BHLHA9
ENSG00000273604	E130012A19RIK
ENSG00000211584	SLC48A1
ENSG00000009335	UBE3C
ENSG00000111671	SPSB2
ENSG00000104755	ADAM2
ENSG00000182010	RTKN2
ENSG00000078304	PPP2R5C
ENSG00000090539	CHRD
ENSG00000184389	A3GALT2
ENSG00000139218	SCAF11
ENSG00000151914	DST
ENSG00000187239	FNBP1
ENSG00000205108	GM21093
ENSG00000205108	FAM205A3
ENSG00000205108	CR974586.2
ENSG00000205108	FAM205A4
ENSG00000205108	CR974586.6
ENSG00000205108	CT868723.1
ENSG00000205108	AC087559.3
ENSG00000205108	GM12394
ENSG00000205108	FAM205A2
ENSG00000205108	FAM205A1
ENSG00000205108	GM2163
ENSG00000205108	CR974586.1
ENSG00000185664	PMEL
ENSG00000164924	YWHAZ
ENSG00000164898	1110001J03RIK
ENSG00000244462	RBM12
ENSG00000261949	GFY
ENSG00000204178	TMEM57
ENSG00000175213	ZFP408
ENSG00000161526	SAP30BP
ENSG00000072134	EPN2
ENSG00000091656	ZFHX4
ENSG00000181518	OLFR985
ENSG00000111667	USP5
ENSG00000145721	LIX1
ENSG00000127329	PTPRB
ENSG00000142611	PRDM16
ENSG00000172458	IL17D
ENSG00000168427	KLHL30
ENSG00000085552	IGSF9
ENSG00000103569	AQP9
ENSG00000136068	FLNB
ENSG00000103326	CAPN15
ENSG00000127452	FBXL12
ENSG00000177324	GM15262
ENSG00000268089	GABRQ
ENSG00000006704	GTF2IRD1
ENSG00000175806	MSRA
ENSG00000104497	SNX16
ENSG00000011405	PIK3C2A
ENSG00000131669	NINJ1
ENSG00000262304	SHPK
ENSG00000176231	OLFR63
ENSG00000152558	TMEM123
ENSG00000166948	TGM6
ENSG00000263761	GDF2
ENSG00000163283	ALPI
ENSG00000163283	ALPPL2
ENSG00000163283	AKP3
ENSG00000175182	FAM131A
ENSG00000211675	IGLC4
ENSG00000211675	IGLC1
ENSG00000211675	IGLL1
ENSG00000189357	SPATA31D1B
ENSG00000189357	SPATA31D1D
ENSG00000189357	SPATA31D1A
ENSG00000189357	SPATA31D1C
ENSG00000170175	CHRNB1
ENSG00000215912	TTC34
ENSG00000174225	ARL13A
ENSG00000204701	OLFR137
ENSG00000176678	FOXL1
ENSG00000137273	FOXF2
ENSG00000168938	PPIC
ENSG00000069812	HES2
ENSG00000124557	BTN1A1
ENSG00000177076	ACER2
ENSG00000130829	DUSP9
ENSG00000130940	CASZ1
ENSG00000154118	JPH3
ENSG00000174837	ADGRE1
ENSG00000156052	GNAQ
ENSG00000137216	TMEM63B
ENSG00000198844	ARHGEF15
ENSG00000268173	PIK3R2
ENSG00000115935	WIPF1
ENSG00000164329	PAPD4
ENSG00000081923	ATP8B1
ENSG00000162777	DENND2D
ENSG00000188716	DUPD1
ENSG00000177938	CAPZA3
ENSG00000184672	RALYL
ENSG00000150938	CRIM1
ENSG00000164535	DAGLB
ENSG00000156504	FAM122B
ENSG00000242766	IGKV10-95
ENSG00000242766	IGKV13-85
ENSG00000242766	IGKV19-93
ENSG00000242766	IGKV9-123
ENSG00000242766	IGKV9-124
ENSG00000242766	IGKV14-111
ENSG00000242766	IGKV16-104
ENSG00000242766	IGKV10-94
ENSG00000242766	IGKV14-130
ENSG00000242766	IGKV10-96
ENSG00000242766	IGKV15-103
ENSG00000242766	IGKV9-129
ENSG00000242766	IGKV9-120
ENSG00000242766	GM42543
ENSG00000242766	IGKV14-126
ENSG00000167800	TBX10
ENSG00000143554	SLC27A3
ENSG00000138684	IL21
ENSG00000164754	RAD21
ENSG00000123307	NEUROD4
ENSG00000197646	PDCD1LG2
ENSG00000164047	CAMP
ENSG00000157554	ERG
ENSG00000129744	ART1
ENSG00000174080	CTSF
ENSG00000211625	IGKV18-36
ENSG00000168824	NSG1
ENSG00000107949	BCCIP
ENSG00000177181	RIMKLA
ENSG00000121774	KHDRBS1
ENSG00000143870	PDIA6
ENSG00000168032	ENTPD3
ENSG00000143761	ARF1
ENSG00000275379	HIST1H3G
ENSG00000183379	SYNDIG1L
ENSG00000122952	ZWINT
ENSG00000158773	USF1
ENSG00000188483	IER5L
ENSG00000136689	IL1RN
ENSG00000265107	GJA5
ENSG00000131378	RFTN1
ENSG00000104450	SPAG1
ENSG00000167720	SRR
ENSG00000100167	42616
ENSG00000196912	ANKRD26
ENSG00000157036	EXOG
ENSG00000167699	GLOD4
ENSG00000189182	KRT77
ENSG00000142494	SLC47A1
ENSG00000119686	MFSD7C
ENSG00000166595	FAM96B
ENSG00000132535	DLG4
ENSG00000148187	MRRF
ENSG00000168807	SNTB2
ENSG00000073921	PICALM
ENSG00000143319	ISG20L2
ENSG00000139973	SYT16
ENSG00000262406	MMP12
ENSG00000159374	M1AP
ENSG00000126903	SLC10A3
ENSG00000171169	NAIF1
ENSG00000282881	6430628N08RIK
ENSG00000174032	SLC25A30
ENSG00000160584	SIK3
ENSG00000165527	ARF6
ENSG00000113790	EHHADH
ENSG00000116329	OPRD1
ENSG00000124217	MOCS3
ENSG00000100644	HIF1A
ENSG00000123908	AGO2
ENSG00000174306	ZHX3
ENSG00000147180	ZFP711
ENSG00000153029	MR1
ENSG00000117395	EBNA1BP2
ENSG00000183389	OLFR684
ENSG00000183389	OLFR683
ENSG00000159352	PSMD4
ENSG00000124126	PREX1
ENSG00000138468	SENP7
ENSG00000113396	SLC27A6
ENSG00000166582	CENPV
ENSG00000164600	NEUROD6
ENSG00000133731	IMPA1
ENSG00000122545	42620
ENSG00000023041	ZDHHC6
ENSG00000004866	ST7
ENSG00000117408	IPO13
ENSG00000221858	OLFR446
ENSG00000074582	BCS1L
ENSG00000221836	OLFR448
ENSG00000088986	DYNLL1
ENSG00000087303	NID2
ENSG00000103168	TAF1C
ENSG00000187806	TMEM202
ENSG00000274750	HIST1H3I
ENSG00000175305	CCNE2
ENSG00000156463	SH3RF2
ENSG00000143156	NME7
ENSG00000154165	GPR15
ENSG00000102103	PQBP1
ENSG00000150681	RGS18
ENSG00000185519	FAM131C
ENSG00000141668	CBLN2
ENSG00000130812	ANGPTL6
ENSG00000056972	TRAF3IP2
ENSG00000065518	NDUFB4
ENSG00000152904	GGPS1
ENSG00000127463	EMC1
ENSG00000100982	PCIF1
ENSG00000105371	ICAM4
ENSG00000149300	2310030G06RIK
ENSG00000197694	SPTAN1
ENSG00000157353	FUK
ENSG00000198408	MGEA5
ENSG00000198633	B020011L13RIK
ENSG00000198633	GM7145
ENSG00000127418	FGFRL1
ENSG00000254462	TMX2
ENSG00000140416	TPM1
ENSG00000171791	BCL2
ENSG00000143624	INTS3
ENSG00000111247	RAD51AP1
ENSG00000120725	SIL1
ENSG00000116560	SFPQ
ENSG00000162782	TDRD5
ENSG00000006831	ADIPOR2
ENSG00000118495	PLAGL1
ENSG00000123700	KCNJ2
ENSG00000147573	TRIM55
ENSG00000128322	IGLC4
ENSG00000128322	IGLC1
ENSG00000128322	IGLL1
ENSG00000115525	ST3GAL5
ENSG00000139233	LLPH
ENSG00000072121	ZFYVE26
ENSG00000112996	MRPS30
ENSG00000143126	CELSR2
ENSG00000103852	TTC23
ENSG00000165805	1700017N19RIK
ENSG00000132824	SERINC3
ENSG00000131781	FMO5
ENSG00000168418	KCNG4
ENSG00000149311	ATM
ENSG00000204315	FKBPL
ENSG00000104884	ERCC2
ENSG00000165732	DDX21
ENSG00000029534	ANK1
ENSG00000204120	GIGYF2
ENSG00000111321	LTBR
ENSG00000107281	NPDC1
ENSG00000129451	KLK10
ENSG00000155666	KDM8
ENSG00000146707	ZP3
ENSG00000126467	TSKS
ENSG00000163806	SPDYA
ENSG00000050730	TNIP3
ENSG00000135744	AGT
ENSG00000204104	TRAF3IP1
ENSG00000180083	WFDC11
ENSG00000077800	FKBP6
ENSG00000115616	SLC9A2
ENSG00000165929	TC2N
ENSG00000160007	ARHGAP35
ENSG00000106459	NRF1
ENSG00000160305	DIP2A
ENSG00000172487	OLFR1057
ENSG00000172487	OLFR1062
ENSG00000172487	OLFR1045
ENSG00000204345	GM11711
ENSG00000204345	CD300LH
ENSG00000204345	CD300LD
ENSG00000204345	GM11710
ENSG00000204345	CD300LF
ENSG00000204345	GM11709
ENSG00000166250	CLMP
ENSG00000182712	CMC4
ENSG00000143368	SF3B4
ENSG00000006555	TTC22
ENSG00000110063	DCPS
ENSG00000101040	ZMYND8
ENSG00000089006	SNX5
ENSG00000186283	TOR3A
ENSG00000064961	HMG20B
ENSG00000185352	HS6ST3
ENSG00000169551	GM14597
ENSG00000122367	LDB3
ENSG00000058262	SEC61A1
ENSG00000184967	NOC4L
ENSG00000127603	MACF1
ENSG00000151892	GFRA1
ENSG00000116030	SUMO1
ENSG00000121741	ZMYM2
ENSG00000143006	DMRTB1
ENSG00000103043	VAC14
ENSG00000197816	CCDC180
ENSG00000115602	IL1RL1
ENSG00000171224	2010107G23RIK
ENSG00000258052	RAB3IP
ENSG00000104852	SNRNP70
ENSG00000161204	ABCF3
ENSG00000197238	HIST2H4
ENSG00000197238	HIST1H4H
ENSG00000197238	HIST1H4I
ENSG00000197238	HIST1H4J
ENSG00000101444	GM4737
ENSG00000101444	AHCY
ENSG00000101132	PFDN4
ENSG00000085377	PREP
ENSG00000170871	D5ERTD579E
ENSG00000115306	SPTBN1
ENSG00000171729	TMEM51
ENSG00000147224	PRPS1
ENSG00000138688	4932438A13RIK
ENSG00000197653	DNAH10
ENSG00000100983	GSS
ENSG00000172016	REG3A
ENSG00000172016	REG3G
ENSG00000172016	REG3B
ENSG00000174807	CD248
ENSG00000163914	RHO
ENSG00000174450	GOLGA2
ENSG00000122778	D630045J12RIK
ENSG00000130005	GAMT
ENSG00000074276	CDHR2
ENSG00000123407	HOXC12
ENSG00000127528	KLF2
ENSG00000143882	ATP6V1C2
ENSG00000183723	CMTM4
ENSG00000084754	HADHA
ENSG00000011677	GABRA3
ENSG00000138085	ATRAID
ENSG00000128708	HAT1
ENSG00000161973	CCDC42
ENSG00000040933	INPP4A
ENSG00000164674	SYTL3
ENSG00000150261	OLFR1046
ENSG00000164077	MON1A
ENSG00000146281	PM20D2
ENSG00000079335	CDC14A
ENSG00000123130	ACOT9
ENSG00000123130	ACOT10
ENSG00000142156	COL6A1
ENSG00000172324	OLFR1438-PS1
ENSG00000198604	BAZ1A
ENSG00000034693	PEX3
ENSG00000105989	WNT2
ENSG00000173250	GPR151
ENSG00000059728	MXD1
ENSG00000136108	CKAP2
ENSG00000134668	SPOCD1
ENSG00000087111	PIGS
ENSG00000274049	INO80B
ENSG00000168393	DTYMK
ENSG00000009724	MASP2
ENSG00000105379	ETFB
ENSG00000105379	RP23-74K24.2
ENSG00000134463	ECHDC3
ENSG00000204634	TBC1D8
ENSG00000179639	FCER1A
ENSG00000154957	ZKSCAN6
ENSG00000101680	LAMA1
ENSG00000166069	TMCO5
ENSG00000149100	EIF3M
ENSG00000170298	LGALS9
ENSG00000204695	OLFR125
ENSG00000143621	ILF2
ENSG00000196684	HSH2D
ENSG00000188153	COL4A5
ENSG00000101004	NINL
ENSG00000042088	TDP1
ENSG00000129484	PARP2
ENSG00000272031	ANKRD34A
ENSG00000262576	PCDHGA4
ENSG00000165192	ASB11
ENSG00000138796	HADH
ENSG00000139970	RTN1
ENSG00000067191	CACNB1
ENSG00000142409	ZFP787
ENSG00000231292	IGKV10-95
ENSG00000231292	IGKV13-85
ENSG00000231292	IGKV19-93
ENSG00000231292	IGKV9-123
ENSG00000231292	IGKV9-124
ENSG00000231292	IGKV14-111
ENSG00000231292	IGKV16-104
ENSG00000231292	IGKV10-94
ENSG00000231292	IGKV14-130
ENSG00000231292	IGKV10-96
ENSG00000231292	IGKV15-103
ENSG00000231292	IGKV9-129
ENSG00000231292	IGKV9-120
ENSG00000231292	GM42543
ENSG00000231292	IGKV14-126
ENSG00000170542	SERPINB9G
ENSG00000170542	SERPINB9F
ENSG00000170542	SERPINB9E
ENSG00000170542	SERPINB9B
ENSG00000170542	SERPINB9
ENSG00000170542	SERPINB9D
ENSG00000170542	SERPINB9C
ENSG00000170542	GM11397
ENSG00000213213	CCDC183
ENSG00000138463	DIRC2
ENSG00000106290	TAF6
ENSG00000120279	MYCT1
ENSG00000153147	SMARCA5
ENSG00000166033	HTRA1
ENSG00000176774	MAGEB18
ENSG00000175029	CTBP2
ENSG00000010818	HIVEP2
ENSG00000188486	H2AFX
ENSG00000248385	TARM1
ENSG00000186075	ZPBP2
ENSG00000168495	POLR3D
ENSG00000146587	RBAK
ENSG00000121957	GPSM2
ENSG00000175768	TOMM5
ENSG00000173627	APOBEC4
ENSG00000066027	PPP2R5A
ENSG00000159792	PSKH1
ENSG00000134516	DOCK2
ENSG00000087095	NLK
ENSG00000279395	OLFR1157
ENSG00000169418	NPR1
ENSG00000179532	DNHD1
ENSG00000136238	RAC1
ENSG00000152234	ATP5A1
ENSG00000198805	PNP2
ENSG00000198805	PNP
ENSG00000122025	FLT3
ENSG00000107669	ATE1
ENSG00000172586	CHCHD1
ENSG00000077157	PPP1R12B
ENSG00000116985	BMP8A
ENSG00000116985	BMP8B
ENSG00000131379	4930590J08RIK
ENSG00000163739	CXCL2
ENSG00000163739	CXCL3
ENSG00000163739	CXCL1
ENSG00000198792	TMEM184B
ENSG00000188334	BSPH1
ENSG00000162695	SLC30A7
ENSG00000069206	ADAM7
ENSG00000162763	LRRC52
ENSG00000083857	FAT1
ENSG00000176014	TUBB6
ENSG00000259316	2810417H13RIK
ENSG00000114739	ACVR2B
ENSG00000226685	GM6268
ENSG00000131914	LIN28A
ENSG00000134077	THUMPD3
ENSG00000205078	SYCE1L
ENSG00000255292	SDHD
ENSG00000196711	FAM150A
ENSG00000100003	SEC14L2
ENSG00000215704	CELA2A
ENSG00000132305	IMMT
ENSG00000136936	XPA
ENSG00000122194	PLG
ENSG00000135040	NAA35
ENSG00000114948	ADAM23
ENSG00000176473	WDR25
ENSG00000149596	JPH2
ENSG00000158050	DUSP2
ENSG00000150787	PTS
ENSG00000188385	JAKMIP3
ENSG00000172732	MUS81
ENSG00000211632	IGKV18-36
ENSG00000144868	TMEM108
ENSG00000100324	TAB1
ENSG00000165370	GPR101
ENSG00000149600	COMMD7
ENSG00000143036	SLC44A3
ENSG00000198894	CIPC
ENSG00000138346	DNA2
ENSG00000039319	ZFYVE16
ENSG00000198862	LTN1
ENSG00000168288	MMADHC
ENSG00000113719	ERGIC1
ENSG00000088179	PTPN4
ENSG00000186472	PCLO
ENSG00000130270	ATP8B3
ENSG00000141424	SLC39A6
ENSG00000108702	CCL1
ENSG00000031823	RANBP3
ENSG00000186579	DEFB34
ENSG00000186579	DEFB15
ENSG00000137812	CASC5
ENSG00000102471	NDFIP2
ENSG00000121380	BCL2L14
ENSG00000011478	QPCTL
ENSG00000129437	KLK14
ENSG00000165188	RNF183
ENSG00000128590	DNAJB9
ENSG00000277858	H2AFB3
ENSG00000118961	LDAH
ENSG00000183077	AFMID
ENSG00000178467	P4HTM
ENSG00000181215	GM1043
ENSG00000172175	MALT1
ENSG00000106609	TMEM248
ENSG00000186918	ZFP395
ENSG00000172380	GNG12
ENSG00000160471	COX6B2
ENSG00000138315	OIT3
ENSG00000116711	PLA2G4A
ENSG00000170469	SPATA24
ENSG00000185504	FAAP100
ENSG00000248920	USP17LD
ENSG00000248920	USP17LA
ENSG00000248920	USP17LE
ENSG00000248920	USP17LB
ENSG00000248920	USP17LC
ENSG00000133131	MORC4
ENSG00000153094	BCL2L11
ENSG00000176974	SHMT1
ENSG00000141574	SECTM1A
ENSG00000141574	SECTM1B
ENSG00000131828	PDHA1
ENSG00000177606	JUN
ENSG00000279514	OLFR1199
ENSG00000279514	OLFR1195
ENSG00000279514	OLFR1209
ENSG00000172146	OLFR403
ENSG00000172146	OLFR43
ENSG00000223638	RFPL4
ENSG00000108384	RAD51C
ENSG00000101457	DNTTIP1
ENSG00000196839	ADA
ENSG00000240344	PPIL3
ENSG00000197111	PCBP2
ENSG00000179335	CLK3
ENSG00000092009	CMA1
ENSG00000212724	KRTAP2-4
ENSG00000212724	GM11938
ENSG00000212724	GM11562
ENSG00000212724	GM11937
ENSG00000158615	PPP1R15B
ENSG00000054282	SDCCAG8
ENSG00000149187	CELF1
ENSG00000147677	EIF3H
ENSG00000107099	DOCK8
ENSG00000137409	MTCH1
ENSG00000143970	ASXL2
ENSG00000144285	SCN1A
ENSG00000126264	HCST
ENSG00000123836	PFKFB2
ENSG00000123836	GM29427
ENSG00000112339	HBS1L
ENSG00000172992	DCAKD
ENSG00000102030	NAA10
ENSG00000176182	MYPOP
ENSG00000082898	XPO1
ENSG00000211891	IGHE
ENSG00000110811	P3H3
ENSG00000106991	ENG
ENSG00000160318	CLDND2
ENSG00000108639	SYNGR2
ENSG00000075975	MKRN2
ENSG00000144771	LRTM1
ENSG00000221968	FADS3
ENSG00000005469	CROT
ENSG00000011007	TCEB3
ENSG00000110756	HPS5
ENSG00000117091	CD48
ENSG00000111450	STX2
ENSG00000212725	KRTAP2-4
ENSG00000212725	GM11938
ENSG00000212725	GM11562
ENSG00000212725	GM11937
ENSG00000168297	PXK
ENSG00000198034	RPS4X
ENSG00000197046	SIGLEC15
ENSG00000141026	MED9
ENSG00000100024	UPB1
ENSG00000173198	CYSLTR1
ENSG00000164758	MED30
ENSG00000183665	TRMT12
ENSG00000196141	SPATS2L
ENSG00000196850	PPTC7
ENSG00000170265	ZFP282
ENSG00000168961	LGALS9
ENSG00000215203	GRXCR1
ENSG00000066455	GOLGA5
ENSG00000088970	KIZ
ENSG00000144840	RABL3
ENSG00000203950	CXX1B
ENSG00000203950	CXX1A
ENSG00000203950	CXX1C
ENSG00000241322	FBXW10
ENSG00000089022	MAPKAPK5
ENSG00000089022	GM42878
ENSG00000002822	MAD1L1
ENSG00000142459	EVI5L
ENSG00000140104	BC022687
ENSG00000137171	KLC4
ENSG00000139679	LPAR6
ENSG00000107807	TLX1
ENSG00000007923	DNAJC11
ENSG00000151164	RAD9B
ENSG00000106392	C1GALT1
ENSG00000243587	GM6976
ENSG00000268009	SSXB3
ENSG00000268009	SSXB10
ENSG00000268009	GM5751
ENSG00000268009	GM14459
ENSG00000268009	SSXB2
ENSG00000268009	GM21876
ENSG00000268009	SSX9
ENSG00000268009	SSXB8
ENSG00000268009	GM6592
ENSG00000268009	SSXB6
ENSG00000268009	SSXA1
ENSG00000268009	SSXB9
ENSG00000268009	SSXB5
ENSG00000268009	SSXB1
ENSG00000075089	ACTR6
ENSG00000115232	ITGA4
ENSG00000152455	SUV39H2
ENSG00000166347	CYB5A
ENSG00000166669	ATF7IP2
ENSG00000257017	HP
ENSG00000189186	PET2
ENSG00000152760	TCTEX1D1
ENSG00000162976	PQLC3
ENSG00000174021	GNG5
ENSG00000173826	KCNH6
ENSG00000140545	MFGE8
ENSG00000148341	SH3GLB2
ENSG00000134986	NREP
ENSG00000076351	SLC46A1
ENSG00000124615	MOCS1
ENSG00000205560	CPT1B
ENSG00000102317	RBM3
ENSG00000128886	ELL3
ENSG00000140859	KIFC3
ENSG00000112530	PACRG
ENSG00000149273	RPS3
ENSG00000125450	NUP85
ENSG00000261603	PRSS46
ENSG00000035664	DAPK2
ENSG00000102024	PLS3
ENSG00000132970	WASF3
ENSG00000130950	NUTM2
ENSG00000043039	BARX2
ENSG00000130054	TMEM28
ENSG00000182667	NTM
ENSG00000172809	RPL38
ENSG00000130810	PPAN
ENSG00000188015	GM42674
ENSG00000188015	S100A3
ENSG00000113356	POLR3G
ENSG00000163637	PRICKLE2
ENSG00000188086	PRSS45
ENSG00000085999	RAD54L
ENSG00000148803	FUOM
ENSG00000162433	AK4
ENSG00000127914	AKAP9
ENSG00000185875	THNSL1
ENSG00000149503	INCENP
ENSG00000181291	TMEM132E
ENSG00000171161	ZFP672
ENSG00000155886	SLC24A2
ENSG00000146013	GFRA3
ENSG00000132950	ZMYM5
ENSG00000120675	DNAJC15
ENSG00000169564	PCBP1
ENSG00000120756	PLS1
ENSG00000105894	PTN
ENSG00000174348	PODN
ENSG00000168904	LRRC28
ENSG00000005381	MPO
ENSG00000129988	LBP
ENSG00000184814	PRR23A3
ENSG00000184814	PRR23A1
ENSG00000184814	PRR23A2
ENSG00000126091	ST3GAL3
ENSG00000183862	CNGA2
ENSG00000204704	OLFR263
ENSG00000204704	OLFR1369-PS1
ENSG00000119866	BCL11A
ENSG00000134852	CLOCK
ENSG00000158161	EYA3
ENSG00000111269	CREBL2
ENSG00000170385	SLC30A1
ENSG00000113249	HAVCR1
ENSG00000113249	GM12169
ENSG00000113249	BC053393
ENSG00000113249	TIMD2
ENSG00000172531	PPP1CA
ENSG00000103056	SMPD3
ENSG00000185267	CDNF
ENSG00000157680	DGKI
ENSG00000144659	SLC25A38
ENSG00000186765	FSCN2
ENSG00000138756	BMP2K
ENSG00000170484	KRT74
ENSG00000139546	TARBP2
ENSG00000085788	DDHD2
ENSG00000160917	CPSF4
ENSG00000185442	FAM174B
ENSG00000018236	CNTN1
ENSG00000253767	PCDHGA8
ENSG00000172845	SP3
ENSG00000178149	DALRD3
ENSG00000162623	TYW3
ENSG00000168453	HR
ENSG00000111087	GLI1
ENSG00000129534	MIS18BP1
ENSG00000100292	HMOX1
ENSG00000138413	IDH1
ENSG00000180817	PPA1
ENSG00000185115	1700020D05RIK
ENSG00000185115	NDNL2
ENSG00000140284	SLC27A2
ENSG00000124610	HIST1H1A
ENSG00000131759	RARA
ENSG00000135968	GCC2
ENSG00000135116	HRK
ENSG00000214226	GM525
ENSG00000064666	CNN2
ENSG00000176783	RUFY1
