P63101	YWHAZ
Q8BUM3	PTPN7
P63089	PTN
P58389	PPP2R4
Q9R1Z7	PTS
Q9Z1X2	PTDSS2
P48759	PTX3
Q9DCL9	PAICS
P54822	ADSL
Q9JI38	PUS3
Q9Z210	PEX11B
Q3UQ28	PXDN
Q3TMV7	PYROXD1
Q3U4I7	PYROXD2
P99028	UQCRH
P83861	QRFPR
Q3UA37	QRICH1
Q64434	PTK6
P35831	PTPN12
Q6PB44	PTPN23
Q6NZK8	PTPDC1
O54724	PTRF
Q99LH2	PTDSS1
Q80U58	PUM2
Q8BKS9	PUM3
Q9JKF6	PVRL1
Q99LL5	PWP1
Q8BX57	PXK
P42925	PXMP2
Q9D0P5	PYGO1
B2RQC6	CAD
Q02722	HPVC2
Q80YR9	RBM12B1
Q7M6Z0	RTN4RL2
Q8BQP9	RGS7BP
Q148R9	RGS9BP
Q924H5	RAD51C
O55230	RAD51D
Q9CZE3	RAB32
Q8CAM5	RAB36
P63011	RAB3A
P62823	RAB3C
P51150	RAB7A
Q3UEB3	PUF60
Q9CWJ9	ATIC
O35295	PURB
Q9JLB9	PVRL3
Q8R007	PVRL4
Q69Z61	PWWP2A
Q9Z211	PEX11A
Q8CHP5	PYM1
Q921W4	CRYZL1
P47199	CRYZ
Q8BH73	QPCTL
Q9CYK2	QPCT
Q3TMX7	QSOX2
Q8BSI6	R3HCC1
Q8BJM3	R3HCC1L
Q4VBF2	R3HDM4
Q8K0S5	RTN4RL1
P35293	RAB18
P35295	RAB20
P35290	RAB24
Q9WTL2	RAB25
Q504M8	RAB26
Q99KL7	RAB28
P59279	RAB2B
Q921E2	RAB31
Q9CZT8	RAB3B
P35276	RAB3D
Q68EF0	RAB3IP
P55258	RAB8A
Q9R0M6	RAB9A
Q5U3K5	RABL6
P22935	CRABP2
Q6WBX7	RAD9B
Q69Z89	RADIL
Q3U0S6	RASIP1
Q61820	RASL2-9
P62835	RAP1A
Q9DD06	RARRES2
P58069	RASA2
Q9D3U0	PUS10
Q6P6M5	PEX11G
Q3V3Q4	PYDC3
Q8CI94	PYGB
P70303	CTPS2
Q9EPS2	PYY
Q61838	PZP
Q69ZS0	PDZRN3
Q9CZ13	UQCRC1
Q66JV4	RBM12B2
Q925F3	RNF144A
Q9CQD1	RAB5A
P61021	RAB5B
O35551	RABEP1
Q9QXK2	RAD18
P26043	RDX
O08602	RAET1A
Q99N57	RAF1
P15919	RAG1
Q62151	AGER
Q8BHL4	GPRC5A
Q64012	RALY
Q9CQY2	FAM103A1
Q7TPD6	RAVER2
P62492	RAB11A
Q8CE46	PUS7L
Q8BHA9	PXYLP1
Q9ET01	PYGL
Q9CPX8	UQCR11
Q8VDV3	RAB3IL1
Q80TM6	R3HDM2
Q8C551	RAD51AP1
P61027	RAB10
Q923S9	RAB30
Q64008	RAB34
Q6PHN9	RAB35
Q9JKM7	RAB37
Q8QZZ8	RAB38
P56371	RAB4A
P35279	RAB6A
P61294	RAB6B
Q8BHH2	RAB9B
Q8VCH5	RABEPK
P62965	CRABP1
P63001	RAC1
O08604	RAET1C
Q8C570	RAE1
P46061	RANGAP1
Q80ZJ1	RAP2A
Q8BHD0	RAB39A
Q60972	RBBP4
Q8BX09	RBBP5
Q60973	RBBP7
E9Q9D5	RABL2
Q8R4X3	RBM12
Q8C2Q3	RBM14
O08674	RBPJL
P62878	RBX1
P70698	CTPS1
Q9DB77	UQCRC2
Q9D855	UQCRB
O35719	RAD51B
Q8K386	RAB15
Q9D1G1	RAB1B
Q8CG50	RAB43
P35278	RAB5C
Q91YQ1	RAB29
Q08297	RAD51
Q9WUP0	RAMP2
O35626	RASD1
Q99P51	RASSF3
Q9DD19	RASSF7
Q61411	HRAS
P32883	KRAS
Q9Z268	RASAL1
Q8C2K5	RASAL3
O08989	MRAS
P46638	RAB11B
Q6PHZ5	RBM15B
Q9ERI2	RAB27A
P97868	RBBP6
Q6P3B9	RBFA
Q64700	RBL2
Q80YT9	RBM11
Q3V089	RBM44
Q8BHN5	RBM45
Q62172	RALBP1
Q9WTZ1	RNF7
P0C090	RC3H2
Q9JHG2	RCAN2
Q8BP92	RCN2
Q8BH97	RCN3
Q9ERI6	RDH14
Q8R1I1	UQCR10
B8ZXI1	QTRTD1
Q8BKD6	RNF144B
Q6PFE3	RAD54B
P35283	RAB12
Q9DD03	RAB13
Q91V41	RAB14
P35292	RAB17
P62821	RAB1A
Q8CB87	RAB44
Q91ZR1	RAB4B
Q91WG2	RABEP2
Q9JM13	RABGEF1
Q9Z0F6	RAD9A
O08603	RAET1B
Q9JI58	RAET1D
Q9QXG2	CHM
Q9QVY8	RAI2
Q8BTF8	RALYL
Q9WTJ5	RAMP1
P61226	RAP2B
P11416	RARA
Q7TN89	ERAS
O35963	RAB33B
O88851	RBBP9
Q9ESK9	RB1CC1
Q5SFM8	RBM27
Q8CGC6	RBM28
O89086	RBM3
Q3UZ01	RNPC3
Q91V81	RBM42
P86049	RBM46
Q8K2X2	RBM48
Q8VE92	RBM4B
Q9CQT2	RBM7
Q8R1Q9	RBKS
Q9JJT0	RCL1
Q8VCH7	RDH10
Q9QYF1	RDH11
Q9Z0J1	RECK
Q75NR7	RECQL4
Q8VID5	RECQL5
Q62052	OCA2
Q9CQ69	UQCRQ
Q9QYS9	QKI
Q8BND5	QSOX1
D3Z423	RNF212B
P35294	RAB19
P35282	RAB21
P35288	RAB23
P53994	RAB2A
Q8VEA8	RAB7B
P61028	RAB8B
Q05144	RAC2
P60764	RAC3
P68040	RACK1
Q6NXW6	RAD17
Q9QWZ1	RAD1
P43352	RAD52
O88667	RRAD
Q9CZQ6	RAET1E
Q9QZD5	CHML
Q9EP71	RAI14
Q9WUP1	RAMP3
Q9CT10	RANBP3
P62827	RAN
Q99JI6	RAP1B
Q8BU31	RAP2C
Q6PFQ7	RASA4
Q08AT1	RASL12
P35285	RAB22A
P97950	RAB33A
Q8VHP8	RAB40B
Q8VHQ4	RAB40C
Q8BQC8	RBAK
A6H6A9	RABGAP1L
Q8BHS3	RBM22
B2RY56	RBM25
Q62176	RBM38
Q8VH51	RBM39
Q99J64	RBM43
Q8C7Q4	RBM4
Q8VC70	RBMS2
Q8BWL5	RBMS3
Q8R0F5	RBMX2
Q6VN19	RANBP10
Q9ERU9	RANBP2
Q60990	RBMY1B
Q9JHG6	RCAN1
Q9JKK0	RCAN3
Q9D0V7	EBAG9
P54728	RAD23B
Q8BYK4	RDH12
O88451	RDH7
Q7TQA3	SDR16C5
Q9Z129	RECQL
Q8VEL9	REM2
P82343	RENBP
P06281	REN1
Q9CYN9	ATP6AP2
Q80TZ9	RERE
Q9D4V7	RABL3
Q61550	RAD21
Q61818	RAI1
P63321	RALA
Q9JIW9	RALB
P34022	RANBP1
P12672	RAPSN
Q5RI75	RASEF
Q8CB96	RASSF4
Q5EBH1	RASSF5
Q8BL43	RASSF10
Q9CW46	RAVER1
Q99P58	RAB27B
Q80UJ7	RAB3GAP1
Q99MI1	ERC1
A2AWA9	RABGAP1
Q8BMG7	RAB3GAP2
Q64701	RBL1
Q99KG3	RBM10
D3Z4I3	RBM24
Q6NZN0	RBM26
Q8C5L7	RBM34
Q8JZV4	RBM41
Q91YE7	RBM5
Q9CWZ3	RBM8A
Q91W59	RBMS1
Q9WV02	RBMX
Q80Y56	RBSN
Q924W9	LMO1
P13405	RB1
Q8BK67	RCC2
Q8CEE7	RDH13
O55240	RDH5
Q9Z1M8	IK
P35230	REG3B
O09049	REG3G
O35929	REM1
P00796	REN2
Q61103	DPF2
Q00915	RBP1
P49194	RBP3
Q99P86	RETNLB
Q920Q2	REV1
Q62193	RPA2
G3XA57	RAB11FIP2
P70388	RAD50
P70270	RAD54L
P21784	RAG2
P69566	RANBP9
P22605	RARB
P18911	RARG
Q60790	RASA3
Q99MK9	RASSF1
Q8BMS9	RASSF2
Q80UQ2	RASSF6
Q8CJ96	RASSF8
Q8K342	RASSF9
P08556	NRAS
Q8BHC1	RAB39B
Q9CR83	RBM18
Q8R3C6	RBM19
Q9WVB0	RBPMS
Q4VGL6	RC3H1
Q9JKY0	RQCD1
A2AU37	RAD21L1
Q9CWH4	REC114
Q8VCD6	REEP2
Q99KK1	REEP3
Q8K072	REEP4
Q60870	REEP5
Q9D8G5	REG4
Q8BRJ3	RELL2
Q04863	RELB
Q08652	RBP2
Q7TT28	REXO1
Q8K2P6	RFESD
Q6ZQM0	RFFL
P97492	RGS14
Q9QZB1	RGS20
Q9DC04	RGS3
Q9Z2H2	RGS6
Q8BXT1	RGS8
Q9QUT0	RHAG
Q6PIX5	RHBDF1
Q8CF94	RHD
Q5FWK3	ARHGAP1
Q6IFT4	ARHGAP20
A6X8Z5	ARHGAP31
B1AUC7	ARHGAP36
E9Q6X9	ARHGAP40
B2RQE8	ARHGAP42
Q3UQS8	RBM20
Q9CXK9	RBM33
Q91WT8	RBM47
P25801	LMO2
O35698	RBMY1A1
Q8VE37	RCC1
Q8BTU7	RCCD1
Q8C796	RCOR2
Q6PGA0	RCOR3
P54726	RAD23A
Q8BRE0	RD3
Q91ZS8	ADARB1
O09037	REG3A
P47932	RLN1
Q8K2J7	RELL1
Q60841	RELN
P15307	REL
Q80XA6	REPS2
P47939	RESP18
Q8VIG1	REST
Q9EP95	RETNLA
Q99P87	RETN
Q64FW2	RETSAT
P35546	RET
Q8K126	MTRF1
P35601	RFC1
O09009	RFNG
Q8VH31	RFPL4A
Q8CHX7	RFTN2
Q8CIK8	RFWD3
Q8VCG9	RFXAP
Q61193	RGL2
Q3UYI5	RGL3
Q9CX84	RGS19
G3UYX5	RGS22
Q8VEK2	RHBDD2
Q8VC82	RHBDL1
Q8BHC7	RHBDD1
Q69ZJ7	RIC1
Q99NF8	RANBP17
Q8VC52	RBPMS2
Q6NXM2	RCBTB1
Q99LJ7	RCBTB2
Q9D8T3	RHEBL1
Q8C5S7	REC8
Q9JI20	ADARB2
Q8BGH4	REEP1
Q9JM62	REEP6
Q8CHK2	RLN3
O54916	REPS1
Q9WUK4	RFC2
Q99J62	RFC4
Q8CHD8	RAB11FIP3
Q8BQP8	RAB11FIP4
Q6A0D4	RFTN1
P48377	RFX1
D3YU81	RFX8
Q6GYP7	RALGAPA1
Q9ERD6	RALGPS2
Q8CGE9	RGS12
Q8K443	RGS13
Q9JL25	RGS1
P58873	RHBDL3
Q9DAK3	RHOBTB1
Q9QXP0	RHCG
Q80WQ6	RHBDF2
Q6Y5D8	ARHGAP10
Q811M1	ARHGAP15
Q8BRH3	ARHGAP19
Q6DFV3	ARHGAP21
Q8C4V1	ARHGAP24
Q8BYW1	ARHGAP25
Q640N3	ARHGAP30
P59281	ARHGAP39
P52651	RHOX5
Q6QI06	RICTOR
Q6PFX8	RIMKLA
Q921Q7	RIN1
O35730	RING1
Q9CQJ4	RNF2
Q80UW3	RINL
Q9JJC6	RILPL1
Q05186	RCN1
Q8CFE3	RCOR1
Q9CQK3	RDM1
Q9EPU0	UPF1
Q9D7T1	REP15
Q6PAQ4	REXO4
Q9CQ71	RPA3
Q9D620	RAB11FIP1
Q8R361	RAB11FIP5
Q8BIF2	RBFOX3
P48379	RFX2
Q5DTT4	RGAG4
Q9WVM1	RACGAP1
Q8JZL7	RASGEF1B
Q80XE1	RIC8B
Q6PR54	RIF1
Q9QZL0	RIPK3
Q2WG77	RIPPLY1
Q9CWY9	RPAIN
Q6PEE3	RRM2B
Q9CQU3	RER1
Q8R367	RERG
Q00724	RBP4
Q9EPC5	RBP7
Q8VEE4	RPA1
Q8C3B8	RFT1
P48381	RFX3
Q7TNK1	RFX4
Q8C7R7	RFX6
Q9Z205	RFXANK
Q9DBX1	RGCC
Q6PCX7	RGMA
Q8BHT7	RGP1
A3KGS3	RALGAPA2
A2AR50	RALGPS1
P27671	RASGRF1
P70392	RASGRF2
Q9CQE5	RGS10
P97428	RGS16
O08849	RGS2
O08850	RGS5
O54829	RGS7
Q8BP97	RHBDD3
Q8BUX5	RHBG
A2AGA4	RHBDL2
Q8BYP3	RHOF
Q9ER71	RHOJ
Q3KNY5	RIIAD1
Q9D0B8	RIBC1
Q8BPM6	RIC3
Q8CFV9	RFK
Q5ND29	RILP
Q3V0F0	RIMBP3
Q80WS1	RIMKLB
Q80U57	RIMS3
P60191	RIMS4
P59729	RIN3
Q922Q2	RIOK1
Q9CQS5	RIOK2
Q920A5	SCPEP1
P70425	RIT2
P86048	RPL10L
P34057	RCVRN
Q5U4E2	REPIN1
Q8BJU9	MTRF1L
Q9D300	RASGEF1C
Q7TQ33	RGMB
Q7TQ32	HFE2
Q9Z2B3	RGR
Q9Z2H1	RGS11
Q99PG4	RGS18
O54834	ARHGAP6
Q6ZQ82	ARHGAP26
Q80YF9	ARHGAP33
Q91YM2	ARHGAP35
Q80Y19	ARHGAP11A
Q9QUI0	RHOA
P84096	RHOG
Q9D3G9	RHOH
Q8VDU1	RHOV
Q80U40	RIMBP2
Q9EQZ7	RIMS2
Q9ERK0	RIPK4
P70426	RIT1
Q9CZM2	RPL15
Q8R323	RFC3
Q9D0F6	RFC5
Q9JJ43	RBFOX1
Q8BP71	RBFOX2
Q9R1A8	RFWD2
Q9JL61	RFX5
Q32KG4	RGAG1
Q60695	RGL1
Q64374	RGN
Q9QZB0	RGS17
O08899	RGS4
O54828	RGS9
Q91V93	RHOBTB2
Q9CTN4	RHOBTB3
Q9CXP4	ARHGAP8
Q8C0D4	ARHGAP12
Q3UIA2	ARHGAP17
Q8BL80	ARHGAP22
A2AB59	ARHGAP27
Q8BN58	ARHGAP28
Q8CGF1	ARHGAP29
Q811P8	ARHGAP32
Q62159	RHOC
P97348	RHOD
Q8R527	RHOQ
Q61085	RHPN1
Q9D4Q1	RIBC2
Q2WG76	RIPPLY2
Q921J2	RHEB
P63032	RASD2
P97393	ARHGAP5
Q9R0Z9	DLC1
Q8K0Q5	ARHGAP18
Q69ZH9	ARHGAP23
Q5SSM3	ARHGAP44
Q8K3A4	RHNO1
P62746	RHOB
Q9EQT3	RHOU
Q8BWR8	RHPN2
F6YCR7	RHOX13
Q3TIR3	RIC8A
Q99NE5	RIMS1
Q60855	RIPK1
Q99LE1	RILPL2
Q9WVL4	GRK1
P53026	RPL10A
Q6ZWV3	RPL10
P62717	RPL18A
P84099	RPL19
Q7TNF8	BZRAP1
Q91VI7	RNH1
Q8BZ36	RINT1
P58801	RIPK2
P07742	RRM1
P11157	RRM2
Q9CXW4	RPL11
P47963	RPL13
Q9CR57	RPL14
Q9D684	RIN2
Q9DBU3	RIOK3
P19253	RPL13A
Q9D7S7	RPL22L1
Q8BP67	RPL24
P14115	RPL27A
Q9D1H0	RITA1
P35979	RPL12
Q9CPR4	RPL17
P35980	RPL18
Q8BVY0	RSL1D1
O09167	RPL21
P62751	RPL23A
P61255	RPL26
P47915	RPL29
P62900	RPL31
P67984	RPL22
P62830	RPL23
P62889	RPL30
P83882	RPL36A
Q8BGE9	RXFP3
P47911	RPL6
P61358	RPL27
Q6ZWV7	RPL35
P27659	RPL3
P12970	RPL7A
P14869	RPLP0
P41105	RPL28
P17932	RPL32-PS
Q9D1R9	RPL34
Q9JJI8	RPL38
P99027	RPLP2
Q9Z275	RLBP1
P47964	RPL36
P61514	RPL37A
Q9D823	RPL37
Q7TQP4	RXFP4
Q9D8M4	RPL7L1
P14148	RPL7
Q8BU88	MRPL22
Q9D1B9	MRPL28
Q9DCI9	MRPL32
Q99N91	MRPL34
Q9CQL6	MRPL35
Q99N89	MRPL43
Q99MB7	RNF141
O55142	RPL35A
P47962	RPL5
P51410	RPL9
Q8BQZ4	RALGAPB
Q99L28	RSL24D1
Q9D773	MRPL2
Q3TBW2	MRPL10
Q9CQF0	MRPL11
Q9D1I6	MRPL14
Q9CQL4	MRPL20
Q9CQN7	MRPL41
Q9D0Q7	MRPL45
Q9EQI8	MRPL46
Q9CPY1	MRPL51
Q99ML9	RNF111
Q8R1Z9	RNF121
Q9CWS1	RNF135
Q7TMV1	RNF139
Q9CQ29	RNF151
E9Q7F2	RNF169
O54965	RNF13
Q9DBU5	RNF6
Q8VC56	RNF8
Q3UF64	RNFT2
P62911	RPL32
P62892	RPL39
Q9CPW3	MRPL54
Q9CZ83	MRPL55
Q9D9R0	RNF125
Q9CQE0	RNF138
Q3U2C5	RNF149
Q91XF4	RNF167
Q9D241	RNF186
Q8BFX1	RNF187
P50636	RNF19A
E9Q555	RNF213
Q6PDX6	RNF220
Q9D7D1	RNF225
Q9D244	RNASE6
P60154	RNASE9
Q8BIV3	RANBP6
Q9CWY8	RNASEH2A
Q99M28	RNPS1
P62984	UBA52
P62947	RPL41
Q9D8E6	RPL4
Q9D1P0	MRPL13
Q9CPR5	MRPL15
Q99N93	MRPL16
Q9CQ06	MRPL24
Q8K2M0	MRPL38
Q9Z2Q5	MRPL40
Q9CPV3	MRPL42
Q9D1H8	MRPL53
Q80YQ8	RMND5A
Q91VM5	RBMXL1
Q9R1W3	RNF103
Q9D0C1	RNF115
Q9D304	RNF128
Q3TEL6	RNF157
E9QAU8	RNF165
Q9CY62	RNF181
Q3V3A7	RNF207
Q8BFU3	RNF214
P61588	RND3
Q9QYK7	RNF11
Q9JI90	RNF14
Q9JIT1	RNF32
Q99KR6	RNF34
Q8BI21	RNF38
Q5NCP0	RNF43
O35445	RNF5
Q80ZV0	RNASEH2B
Q9CQ18	RNASEH2C
Q8K3C0	RNASEK
Q5GAM8	RNASE12
O35292	RNASE2B
Q9CQ01	RNASET2
P32958	ROM1
P60603	ROMO1
Q62190	MST1R
P51448	RORA
O35972	MRPL23
Q99N92	MRPL27
Q9D7N6	MRPL30
Q921S7	MRPL37
Q9CY73	MRPL44
Q8JZS9	MRPL48
Q9DCV4	RMDN1
Q91YQ7	RMND5B
Q8CI78	RMND1
O70338	RNASEH1
Q80Y81	ELAC2
O08848	TROVE2
O88569	HNRNPA2B1
O89026	ROBO1
Q9Z2I4	ROBO3
Q8C310	ROBO4
P97762	RP9
Q9CQZ7	POLR3K
Q9CZT4	POLR3E
P62918	RPL8
P47955	RPLP1
Q99N96	MRPL1
Q9D8P4	MRPL17
Q9D1N9	MRPL21
Q99N90	MRPL36
Q9JKF7	MRPL39
Q3TLD5	URI1
Q96DY5	RNF112
Q5DTZ6	RNF150
Q3U9F6	RNF166
Q8CBG9	RNF170
Q8K0W3	RNF208
P58283	RNF216
Q8CEF8	RNF222
Q5HZJ0	DROSHA
Q8VEB6	ELAC1
Q62191	TRIM21
Q9CX86	HNRNPA0
Q9EQ00	ROPN1L
Q8R1B8	RORB
P52432	POLR1C
Q99N95	MRPL3
Q9CQL5	MRPL18
Q9D338	MRPL19
Q9CQP0	MRPL33
Q8K2Y7	MRPL47
Q9CQ40	MRPL49
Q8VDT9	MRPL50
Q9D0Y8	MRPL52
Q9D4G9	RMI1
Q8BG47	RNF152
Q80XJ2	RNF168
Q3U827	RNF180
Q8C432	RNF182
Q8QZS5	RNF183
A2A7Q9	RNF19B
F6TQD1	RNF212
Q3UIW8	RNF224
Q9JJH1	RNASE4
Q8BGI1	RNF24
Q8BUH7	RNF26
Q8CGM2	RP1L1
Q76KJ5	CD3EAP
Q78WZ7	TWISTNB
Q8K202	POLR1E
Q8VC34	RPAP2
O08740	POLR2J
Q9D7M8	POLR2D
P62488	POLR2G
Q6NXY9	POLR3G
Q8C0Q9	RAPGEF5
Q68EF8	RAPGEFL1
Q5SVL6	RAP1GAP2
Q9CSU0	RPRD1B
P00683	RNASE1
O35291	RNASE2
Q8BLR7	RND1
Q9WTV7	RLIM
Q924T7	RNF31
Q8BH75	RNF41
Q3UHJ8	RNF44
Q9QZS2	RNF4
Q5GAM9	RNASE11
P49312	HNRNPA1
P70335	ROCK1
P70336	ROCK2
P51450	RORC
P56716	RP1
P47708	RPH3A
Q791N7	ZNRD1
P70700	POLR1B
Q80UW8	POLR2E
P61219	POLR2F
Q80TE0	RPAP1
Q9D483	POLR3C
Q9EPQ2	RPGRIP1
Q768S4	RPH3AL
Q80UU2	RPP38
Q9JJ72	RPRM
Q9DCU6	MRPL4
Q99N94	MRPL9
Q9DB15	MRPL12
Q8BSE0	RMDN2
Q3UJU9	RMDN3
Q3UPE3	RMI2
Q9ET26	RNF114
Q8BP31	RNF122
Q5XPI3	RNF123
Q91YL2	RNF126
Q14B02	RNF133
Q5SWK7	RNF145
Q9CZW6	RNF146
G3X9R7	RNF148
Q91YT2	RNF185
Q5SPX3	RNF215
D3YYI7	RNF217
Q8K2Y0	RNF219
Q3UV31	RNF223
Q05921	RNASEL
Q6PDH4	RANBP3L
Q9QYM5	RND2
Q3UIW5	RNF10
Q99MV7	RNF17
Q9QZR0	RNF25
Q925F4	UBOX5
Q9DCN7	RNFT1
Q9D5A9	RNASE10
Q5GAM7	RNASE13
Q99JH1	RPP25L
O35134	POLR1A
Q63871	POLR2K
P97304	POLR1D
Q8R0C0	POLR3GL
Q9D2C6	POLR3H
Q8VCC8	RAPGEF3
Q9EQZ6	RAPGEF4
A2ALS5	RAP1GAP
P47968	RPIA
Q7TT45	RRAGD
P10833	RRAS
Q91YK2	RRP1B
Q3UFY0	RRP36
A7RDN6	RNLS
Q8BG05	HNRNPA3
Q99020	HNRNPAB
Q7TPD3	ROBO2
Q9ESG2	ROPN1
Q9Z139	ROR1
Q9Z138	ROR2
Q923G2	POLR2H
P62876	POLR2L
Q91WD1	POLR3D
Q91ZQ5	RPE65
Q8VEE0	RPE
Q7TND5	RPF1
B2RS91	RRN3
Q9CSH3	DIS3
Q9D1C9	RRP7A
Q9CYH6	RRS1
Q3TDK6	ROGDI
Q78DX7	ROS1
Q9D706	RPAP3
Q8CFI7	POLR2B
P97760	POLR2C
P60898	POLR2I
O35427	CRCP
Q9JJ80	RPF2
Q8CHG7	RAPGEF2
Q9R0X5	RPGR
Q8R2S1	RPS6KL1
Q8BKF1	POLRMT
Q3URD2	RPRML
Q8K4Q0	RPTOR
Q6NTA4	RRAGB
Q3UH06	RREB1
Q8BZG5	RRNAD1
P62281	RPS11
P08775	POLR2A
P59470	POLR3B
Q921X6	POLR3F
Q91YQ5	RPN1
Q9DBG6	RPN2
Q9CQH8	RPP14
Q8R040	RPP21
O88796	RPP30
Q6NXI6	RPRD2
Q80X95	RRAGA
P62071	RRAS2
Q99PL5	RRBP1
Q9D6S7	MRRF
Q9CYX7	RRP15
P62301	RPS13
P62264	RPS14
Q91WE3	RPP25
Q8R1F9	RPP40
P97347	RPTN
Q9DB85	RRP8
P62843	RPS15
P62849	RPS24
Q9CR08	POP4
Q8VDS4	RPRD1A
P56183	RRP1
P14131	RPS16
P62852	RPS25
P62855	RPS26
Q6ZWY3	RPS27L
Q99K70	RRAGC
Q8R2Q4	GFM2
Q6P5B0	RRP12
P63325	RPS10
P63323	RPS12
P62245	RPS15A
P62267	RPS23
P25444	RPS2
Q6NS46	PDCD11
P62270	RPS18
Q6ZWU9	RPS27
P62858	RPS28
P97351	RPS3A
P62702	RPS4X
Q8CBB9	RSAD2
P63276	RPS17
P62274	RPS29
P62908	RPS3
Q6ZWN5	RPS9
Q80T69	RSBN1
Q8BYM7	RSPH4A
P60867	RPS20
P62862	FAU
P62754	RPS6
Q9ER99	RSC1A1
A2A825	RSG1
Q3UFY4	RSPH3A
Q8CDR2	RSPH6A
Q6IMB1	RASL11A
P27048	SNRPB
Q9D9V4	RSPH9
Q9Z132	RSPO1
A2RTL5	RSRC2
Q01730	RSU1
Q9D7N3	MRPS9
Q9CPX7	MRPS16
Q9CZX8	RPS19
P62983	RPS27A
P97461	RPS5
Q99N84	MRPS18B
Q9CY16	MRPS28
Q99P72	RTN4
Q62241	SNRPC
Q9CQI7	SNRPB2
O08576	RUNDC3A
Q03347	RUNX1
Q64131	RUNX3
Q80U22	RUSC2
Q149F1	RPUSD2
Q9CQR2	RPS21
P63163	SNRPN
Q8BFU0	RSPO2
Q2TJ95	RSPO3
Q80X85	MRPS7
O35680	MRPS12
Q9D0G0	MRPS30
Q61733	MRPS31
Q9CQX8	MRPS36
Q0VGM9	RTEL1
Q9ES97	RTN3
P57784	SNRPA1
Q8BIJ7	RUFY1
Q9D394	RUFY3
Q5SUV1	RSAD1
Q8K5A4	RASL10A
Q8BVR6	RSPRY1
Q9DBU6	RSRC1
Q3UC65	RSRP1
Q9DCA2	MRPS11
Q9CR88	MRPS14
Q9DC71	MRPS15
Q8VE22	MRPS23
Q80ZS3	MRPS26
Q8BK72	MRPS27
A2AQ19	RTF1
Q80ZI2	RTP2
Q80U62	RUBCN
Q6PDC0	RUNDC3B
Q6S5I3	S100A15A
Q3TAA7	STK11IP
P55012	SLC12A2
P59158	SLC12A3
Q91V14	SLC12A5
Q8VI23	SLC12A8
Q8R0F9	SEC14L4
P41438	SLC19A1
Q9D5K4	S100PBP
O08530	S1PR1
Q8CFZ5	SLC22A12
Q60850	SLC23A3
Q922G0	SLC25A36
Q8BGP6	SLC25A40
A2A3V2	SLC25A43
Q8BGF9	SLC25A44
Q9CQS4	SLC25A46
P62082	RPS7
P62242	RPS8
Q924T2	MRPS2
P58064	MRPS6
Q99N85	MRPS18A
Q8R2L5	MRPS18C
P58059	MRPS21
Q9CXW2	MRPS22
Q9D125	MRPS25
Q9ER88	DAP3
Q924D0	RTN4IP1
Q8QZY4	RTBDN
Q8C6B2	RTKN
Q7M732	RTL1
Q8K0T0	RTN1
Q8C8C1	RTP1
Q5QGU6	RTP3
Q9ER80	RTP4
Q8R4C2	RUFY2
Q3TYX8	RUFY4
Q0VDN7	RUNDC1
Q08775	RUNX2
Q8VCZ8	RPUSD1
Q8CCI5	RYBP
E9PZQ0	RYR1
P62818	S100A3
Q9ES88	SLC13A2
Q67BT3	SLC13A5
Q8BHK3	SLC36A2
Q9QZ03	SLC39A1
Q78IQ7	SLC39A4
Q6P5F6	SLC39A10
Q75N73	SLC39A14
Q8BJA2	SLC41A1
Q921R8	SLC41A3
A2AVZ9	SLC43A3
Q9DC26	SLC46A3
A2AJN7	SLC4A11
Q9JLR1	SEC61A2
Q8VDB9	SLC6A20A
Q9DA48	SPACA1
D3YXK2	SAFB
Q1RNF8	SAMD11
Q5U680	SLC25A26
Q9DA80	RSPH3B
Q922H7	RASL11B
Q9D3W1	RSPH14
Q8BJ73	RSPO4
Q99N87	MRPS5
Q80ZK0	MRPS10
Q9CQE3	MRPS17
Q9JIK9	MRPS34
Q9D7H3	RTCA
Q99K95	RTFDC1
Q9CWX4	RPUSD4
P62309	SNRPG
P28704	RXRB
P08207	S100A10
Q9D2Q8	S100A14
Q99PL8	SLC19A3
Q61609	SLC20A1
O70577	SLC22A2
Q497L8	SLC22A16
Q78KK3	SLC22A18
Q3UHH2	SLC22A23
Q3TZX3	SLC25A33
Q99NH7	SLC26A5
Q8CIW6	SLC26A6
Q8R0C3	SLC26A8
Q9ERH8	SLC28A3
Q9JIM1	SLC29A1
Q61672	SLC29A2
Q8R139	SLC29A4
Q91ZN5	SLC35B2
Q8R1S9	SLC38A4
Q5HZH7	SLC38A8
Q8K0H7	SLC45A3
Q8K0H1	SLC47A1
Q3V050	SLC47A2
Q8JZR6	SLC4A8
P61620	SEC61A1
O88575	SLC6A20B
O88576	SLC6A18
P05366	SAA1
Q68FL4	AHCYL2
P50247	AHCY
Q9ER74	SALL1
P57725	SAMSN1
P85176	DTL
Q80UK7	SASS6
P59808	SASH1
Q8K352	SASH3
P17563	SELENBP1
Q3U2P1	SEC24A
Q8C3K6	SLC5A1
Q923I7	SLC5A2
Q5SWY8	SLC5A10
Q8K0E3	SLC5A11
Q49B93	SLC5A12
Q5SSG5	RASL10B
Q8VIG3	RSPH1
P14206	RPSA
Q8BJZ4	MRPS35
Q99LF4	RTCB
Q8BG26	RUSC1
Q14AI6	RPUSD3
Q9WTM5	RUVBL2
P62305	SNRPE
P62307	SNRPF
Q99M03	RWDD2B
